unlabeled,labeled
atxn2l enst00000382686,4418
hs3st6,21732
cdyl2,8826
cactin enst00000248420,6798
dock5 enst00000410074,13894
polr2k,36771
cnbp enst00000504813,10321
eif4g1 enst00000392537,14955
znf852,56193
filip1l enst00000471562,17547
capsl,7094
mocs2 enst00000582677,28718
ankrd55 enst00000504958,2534
slc17a4 enst00000439485,43915
ppp1r9a enst00000289495,37244
slc7a13,44811
al035425.2,1849
ephx1 enst00000366837,15516
nudt8,32453
ccnd1,7936
gpr137,19722
tnnt3 enst00000381589,50217
pmp2 enst00000519260,36478
rgs3 enst00000343817,40313
rgs3 enst00000620489,40321
cfap47 enst00000297866,9234
psmb3,38189
elavl3,15015
znf558 enst00000301475,55539
eif2b4 enst00000445933,14862
cct7 enst00000398422,8069
dlgap4 enst00000373907,13474
zbtb41,54127
abi1 enst00000490841,274
tacc2 enst00000369001,47656
jam3 enst00000441717,23505
gchfr enst00000559932,18699
znf133 enst00000630056,54711
rbm38 enst00000440234,39753
cd47,8281
stk32a enst00000397936,46911
polr3d enst00000306433,36785
tmem125 enst00000439858,49346
dnajb12 enst00000444643,13699
kcnma1 enst00000481070,23914
nectin1,30855
thy1 enst00000528522,48882
dusp4 enst00000240101,14284
cdk1 enst00000316629,8626
prpsap2 enst00000542013,37850
dnajb14 enst00000610281,13705
ptk2 enst00000520151,38459
ddx3x enst00000642424,12853
maged1,26772
rps6ka3 enst00000457145,41478
mthfr enst00000641407,29549
mllt10 enst00000377091,28555
znf365 enst00000395254,55172
api5 enst00000534600,2891
picalm enst00000532317,35625
dnm1l enst00000266481,13829
chd4 enst00000642879,9427
igf1,22303
timm9 enst00000556367,48970
nat9 enst00000582524,30366
nlrp7 enst00000328092,31475
camkmt enst00000403853,6973
ctnna2 enst00000343114,11741
fndc11 enst00000370098,17752
osbpl2 enst00000643981,33676
krtap6-2,25003
atp6v1a,4308
il5ra enst00000430514,22717
arl13b enst00000303097,3433
shq1 enst00000463369,43510
zbtb38,54117
sh3yl1 enst00000402632,43397
notum,31702
ctif,11730
eps15l1 enst00000248070,15563
map2k2 enst00000394867,26937
bsg,5494
bax enst00000354470,4734
bub1,5621
map4k4 enst00000627726,27052
ybey enst00000397691,53893
odf3b enst00000401779,32751
scn10a enst00000643108,42274
arl6ip1 enst00000546206,3487
nrep enst00000515855,32082
eras enst00000636362,15611
zbtb40 enst00000375647,54126
fank1,16851
osbpl5 enst00000525498,33689
esrra enst00000000442,15818
paaf1 enst00000536003,33945
tmem132d,49373
znf84 enst00000535439,56167
med6 enst00000256379,27874
dicer1 enst00000541352,13309
megf11 enst00000288745,27929
il6st enst00000396816,22735
trak1 enst00000613405,50695
eln enst00000445912,15094
nrcam enst00000379024,32059
ppp1r32 enst00000432063,37215
oas1 enst00000551241,32650
cdca4 enst00000392590,8505
c15orf41 enst00000643612,5845
leo1 enst00000315141,25458
ints14,22984
alox15 enst00000574640,2099
psmc3ip enst00000587209,38214
med13,27805
bcl2l11 enst00000622509,4893
espnl enst00000409506,15790
isy1 enst00000393292,23274
abcc5 enst00000427120,162
mapk10 enst00000641297,27127
brd2 enst00000449085,5400
mea1 enst00000645410,27768
gars enst00000627489,18561
cd300lg,8213
wdr45b,53456
ccne1 enst00000444983,7950
vrk3,53215
epn1 enst00000270460,15539
inpp5d,22913
cd59 enst00000426650,8303
taf1a enst00000366890,47697
pla2g2d,36027
spanxa2,45862
pcdhga3,34609
fam184a enst00000617072,16491
ar enst00000396043,3065
cnksr2 enst00000643841,10372
il13ra2 enst00000243213,22500
dedd enst00000545495,12928
mark1,27308
spock2 enst00000412663,46176
tmem254 enst00000372277,49698
pax6 enst00000379132,34353
vegfb,52981
slpi,45002
nedd1 enst00000266742,30865
c2cd4a,6196
stxbp2 enst00000414284,47115
klk12,24659
clasp1 enst00000409078,9827
mmadhc enst00000303319,28600
bcs1l enst00000392111,4976
tnfrsf13c,50075
usp46,52752
tacc1 enst00000520615,47647
atp6ap2 enst00000636287,4261
nono enst00000535149,31642
slc39a2,44527
igfbp3 enst00000275521,22337
znf662 enst00000422021,55802
naip enst00000508426,30276
ccdc175 enst00000281581,7587
klc1 enst00000557575,24489
hykk enst00000566332,22011
pex11a enst00000561257,35179
ubald1 enst00000591401,51989
bcam,4790
pax1 enst00000613128,34318
krtap6-3,25004
pdxk enst00000327574,35062
argfx,3144
cdv3 enst00000431519,8806
pcdhb12,34578
ptchd4,38365
hepacam2 enst00000341723,20902
large1 enst00000402320,25194
lrrfip2 enst00000396428,26251
nfkbiz,31190
pcdhac1,34570
sdha enst00000617470,42470
c5orf51 enst00000612065,6351
riok1,40548
ttk enst00000627129,51630
mybpc1 enst00000551300,29830
caps2 enst00000393284,7092
ubtfl1,52237
akr1c2 enst00000455190,1802
slamf6,43741
rcsd1 enst00000537350,39968
c1orf210 enst00000423420,6055
st3gal3 enst00000372362,46607
nfia,31130
blnk enst00000427367,5186
stx4 enst00000394998,47095
cmtm1 enst00000533953,10277
hsbp1 enst00000570259,21742
arl17a enst00000622488,3457
fam210a,16564
wdr19 enst00000506503,53395
cntd2 enst00000599263,10473
vit enst00000379241,53041
ankrd53 enst00000441349,2526
suclg1,47160
sirpb1 enst00000279477,43629
nf2 enst00000361166,31042
mrtfa enst00000402630,29270
ropn1b enst00000511082,41015
sh3bp5,43353
kirrel1 enst00000368173,24454
nvl,32575
pnliprp2 enst00000611850,36531
dytn,14412
nme6 enst00000444069,31522
hmgb2,21328
pnrc1,36590
tubgcp6 enst00000439308,51767
mctp1 enst00000429576,27670
elovl2,15130
cnot4 enst00000451834,10422
rpl30 enst00000287038,41214
olfm1 enst00000371801,32823
agpat2 enst00000538402,1542
pnpla4,36566
znf182,54795
ct47a11,11639
fam149a enst00000502970,16373
gabra1 enst00000637827,18327
xrcc4 enst00000338635,53847
nkain2 enst00000545433,31330
ncoa7 enst00000368357,30585
supt3h enst00000637763,47281
mturn,29643
ehmt1 enst00000478940,14806
znf169 enst00000340911,54764
tceal2,48152
epb41 enst00000646189,15412
rela,40052
or7a5,33526
wbp2nl,53363
cfap410 enst00000325223,9221
usp16 enst00000399975,52620
kctd18,24053
cope enst00000262812,10781
trmt1 enst00000437766,51063
sept10 enst00000397712,42799
il1rap,22578
hyal1 enst00000395144,21981
march1 enst00000339875,27270
aig1 enst00000275235,1654
cct3 enst00000472765,8054
b4galt3 enst00000367998,4588
glul enst00000331872,19228
rrp12,41591
sugp2 enst00000337018,47179
folr1,17789
cacna1c enst00000399629,6639
cacnb3 enst00000547230,6749
eif4b enst00000416762,14923
rbm23,39724
golga8h,19501
spsb3 enst00000301717,46263
cdh8 enst00000584337,8598
tnfaip1,50033
sectm1 enst00000580437,42623
pepd enst00000397032,35147
cabp5,6588
nox4,31714
elp2 enst00000350494,15145
prr12,37855
vsnl1,53236
znf506 enst00000540806,55427
ap2s1 enst00000593442,2768
cd33,8224
ica1l enst00000392237,22052
pard3b enst00000622699,34205
itgb2,23335
plk4 enst00000514379,36319
nkx6-1 enst00000515820,31392
shroom1,43511
gabrg2 enst00000638660,18372
scaf8 enst00000367186,42150
gfral,18878
prkag2,37625
dap3 enst00000465375,12427
tuba1a enst00000295766,51694
atf7 enst00000456903,3986
npipb13 enst00000618637,31814
ndrg4 enst00000562999,30666
slc38a7 enst00000219320,44492
fuk enst00000378912,18110
wfdc3 enst00000372630,53588
apol1 enst00000397278,2969
sost,45711
myh1,29878
serpina10,42937
myf6,29877
eef1b2 enst00000236957,14621
znf638 enst00000264447,55759
pigt enst00000543458,35720
aurka,4453
cldn5 enst00000413119,9931
zic4 enst00000383075,54552
tp63 enst00000456148,50448
tcaim enst00000444602,48131
slc26a6 enst00000337000,44222
arpc4,3609
btnl3,5606
siglec12 enst00000598614,43558
rsph10b2 enst00000297186,41624
zkscan1 enst00000426572,54569
col22a1 enst00000435777,10635
lingo2,25750
xage1b enst00000375613,53769
gdpd2 enst00000536730,18798
etv3 enst00000326786,15913
cd48 enst00000368046,8285
obscn enst00000366707,32686
tnfrsf4,50099
or52e2,33350
rab35 enst00000534951,39028
cd36 enst00000394788,8233
nploc4,31841
pitpnc1,35877
meox1 enst00000329168,27994
klc3,24498
znf587 enst00000423137,55652
apob enst00000399256,2923
hes6 enst00000409574,20949
chmp3,9523
gabarapl1 enst00000629504,18299
rbm26,39736
fermt2,17290
kctd2,24056
psmg2 enst00000585331,38289
fbxw9 enst00000587955,17128
ceacam21,8847
ostc,33754
slc10a7,43769
ncf2 enst00000367536,30534
pwwp2b,38785
crem enst00000488328,11252
phlda2,35531
mark2 enst00000361128,27314
cntn5 enst00000418526,10495
gmfb enst00000554908,19263
max enst00000284165,27414
zscan29 enst00000568898,56320
satl1,42103
kdm4c enst00000536108,24120
eloc enst00000519487,15113
cnpy4,10455
gtf2ird2,20341
nudt2 enst00000379155,32427
usp9x,52787
atp2b3 enst00000370186,4166
yars,53888
dcps,12658
dennd5b enst00000389082,13034
or6c4 enst00000394256,33487
mycbp2 enst00000357337,29849
cplx3,11036
pml enst00000563500,36467
fbxl22,17002
itgal enst00000358164,23314
tmub2 enst00000589785,50015
myo7b enst00000409816,30057
fkbp1b enst00000380991,17577
sall4 enst00000371539,41968
slc25a18 enst00000399813,44100
gas2l1,18570
c3orf52,6282
ctnnb1 enst00000645210,11782
mrps27 enst00000457646,29231
ppp1r3g,37230
yae1 enst00000448268,53875
tom1l2,50305
cdh11 enst00000566827,8529
tmem98 enst00000578289,49894
slfn13 enst00000526861,44948
trim21,50853
rbm4 enst00000483858,39763
clcf1 enst00000533438,9859
fgf3,17389
rasal1 enst00000548055,39514
ppfia2 enst00000541017,36997
clec9a,10046
sdr39u1 enst00000553930,42502
prpsap2 enst00000536323,37849
csf3 enst00000577675,11452
limd2 enst00000578402,25690
luzp2,26451
tmem145 enst00000598766,49402
nphp1 enst00000417665,31784
daz1 enst00000540248,12457
tbce enst00000647428,48029
cyp17a1 enst00000638971,12187
cmklr1 enst00000412676,10257
eef1akmt3,14611
ube3a enst00000566215,52149
pclaf enst00000380258,34683
ahsp,1627
cmtm3 enst00000565922,10287
kif1c,24352
mark4 enst00000622871,27332
znf557,55536
prdm10 enst00000423662,37474
adam8 enst00000485491,1029
dcc enst00000412726,12598
cerkl enst00000409440,9149
hspe1-mob4,21891
ing5 enst00000313552,22857
kansl3,23623
smim11a enst00000399292,45191
ap000350.4,2696
tcn2 enst00000450638,48281
cby1 enst00000216029,7420
atg7 enst00000354956,4043
gp9,19588
fam13c enst00000422313,16363
or5h14 enst00000437310,33432
ugt3a1 enst00000507113,52366
pam,34107
erlin2,15722
zmynd19,54644
cep78 enst00000424347,9108
daz4 enst00000382314,12473
rit1 enst00000539040,40591
cd1e enst00000368156,8124
fmo1 enst00000402921,17703
celf3 enst00000290585,8913
chd5,9434
wwc2,53739
cers4 enst00000559336,9163
egln2 enst00000303961,14767
gtdc1 enst00000409298,20295
gpsm2 enst00000264126,19884
sprr1b,46223
selenon enst00000354177,42658
ptafr,38324
kirrel3 enst00000525704,24460
nav2 enst00000533917,30380
ifitm2 enst00000602569,22192
bcl11b enst00000345514,4871
polr2a,36733
tincr,48988
cd209 enst00000593660,8155
ppm1n enst00000396735,37118
snrpd2 enst00000391932,45468
kir2dl4,24438
kir2dl4 enst00000359085,24441
colec11 enst00000402922,10723
scand1,42165
slco4a1,44924
eif3d,14887
fam131a enst00000310585,16325
nmu enst00000505262,31571
fbxo38,17068
ptprk enst00000368210,38650
spag8,45848
creb3l2 enst00000456390,11191
fam185a enst00000409231,16495
tcf21,48197
slc43a2 enst00000301335,44574
arhgef4 enst00000409359,3347
r3hdm1,38915
scygr3,42419
vit,53040
b4galt4 enst00000471675,4593
mrps25,29225
eif5a2 enst00000474096,14987
lamp3,25149
pitx2 enst00000616641,35903
fam153a enst00000513554,16383
hla-b,21229
kiaa1324l enst00000416314,24269
hspa5,21855
wdr45 enst00000376368,53447
thsd1,48859
max enst00000358402,27416
lipc,25761
rbfox1 enst00000552089,39670
dexi enst00000331808,13098
maats1 enst00000463700,26627
p4ha2 enst00000379100,33931
pitx1 enst00000506438,35894
pfdn1,35227
crispld1 enst00000523524,11291
dpf3 enst00000556509,13972
auts2 enst00000644359,4480
c9orf72 enst00000644136,6517
tmem9 enst00000367334,49869
hmbs enst00000442944,21295
trim3 enst00000359518,50875
lig4 enst00000356922,25625
tpm1 enst00000267996,50522
ankrd11 enst00000567736,2405
gata6,18615
ac092329.3,479
oscar enst00000391761,33719
prkcg,37655
sestd1,43053
manbal enst00000397151,26900
zmynd10 enst00000360165,54625
stk32b,46913
rbm47 enst00000514014,39789
sec31a enst00000448323,42590
b4galt7,4598
ppil6,37071
soga3 enst00000465909,45657
kdm1b enst00000546309,24093
wdr13,53387
cd84 enst00000534968,8363
kctd3,24062
ccsap enst00000366686,8041
iqsec2 enst00000640694,23136
odf2 enst00000393533,32736
akap2,1743
angptl1,2320
cdc42 enst00000315554,8461
lipf enst00000238983,25767
helb,20876
flt1 enst00000615611,17657
cdadc1,8407
ube3a enst00000625778,52151
hirip3 enst00000564026,21102
cluh enst00000435359,10216
srr enst00000576848,46416
slc5a10 enst00000417251,44711
adra1a enst00000276393,1374
lyrm9 enst00000508862,26575
timm50 enst00000607714,48957
cacnb4 enst00000636108,6758
dysf enst00000413539,14410
wbp1 enst00000393972,53352
bid enst00000615414,5125
amotl2,2200
fip1l1 enst00000358575,17551
zbed9 enst00000646382,54060
ndufb2,30747
abcf2,193
pon2 enst00000633531,36837
znf207 enst00000321233,54851
epb41 enst00000645184,15411
fbrsl1 enst00000542061,16961
crem enst00000468236,11244
arhgap27 enst00000290470,3204
sumo2 enst00000578238,47241
clasp2 enst00000461133,9836
dclk2 enst00000296550,12621
pdcd6 enst00000505221,34806
smn1 enst00000514951,45280
mucl3 enst00000304311,29722
srpk1 enst00000423325,46397
immp2l enst00000437687,22789
xkr6 enst00000297303,53808
adam18 enst00000379866,988
pcmtd1 enst00000522514,34703
phf2,35465
ube2a enst00000628549,52024
wdr44 enst00000371825,53443
c11orf71,5716
ankrd42 enst00000260047,2500
hsph1 enst00000380405,21895
lmo7 enst00000341547,25883
npc2,31763
lrrc57,26193
mrpl46 enst00000558531,29138
ino80e enst00000567705,22888
glp2r,19175
tmem220 enst00000578345,49617
fbxo21 enst00000622495,17033
atg16l2,4020
rptor,41527
med16,27812
ptprs enst00000262963,38683
cox7a1,10952
sars2 enst00000430193,42075
metap1d,28033
add2 enst00000355733,1160
elmo2 enst00000396391,15065
b3galt5 enst00000343118,4538
pdxk enst00000398081,35063
glt8d1 enst00000478968,19215
acaca enst00000612895,590
pgrmc2 enst00000512483,35395
mapk10 enst00000641767,27150
slc35a4 enst00000323146,44385
zfp2,54415
fastk enst00000540185,16887
gper1 enst00000617001,19660
asns enst00000437628,3861
clu enst00000405140,10209
nhs enst00000617601,31256
magea4 enst00000370335,26734
tdrkh enst00000368824,48380
dennd1b,13005
pdcl2,34816
dennd5a enst00000530044,13031
cacnb1 enst00000394310,6730
nr4a2 enst00000409108,32027
phactr3 enst00000395636,35413
slc52a3 enst00000645534,44704
cblb,7344
ccr9,8030
sh3bp2 enst00000511747,43349
smr3b enst00000504825,45323
anxa3,2655
pdlim5 enst00000380180,35010
clint1 enst00000411809,10070
ghr,18952
nrm,32128
irf5 enst00000357234,23183
dcaf13 enst00000612750,12552
sh2d3c enst00000429553,43321
ube2r2,52121
rbmx enst00000562646,39832
suco enst00000616058,47169
bend2 enst00000380030,5023
psmd10 enst00000372295,38232
tnni1 enst00000622580,50184
sertad4,43043
nsmce4a,32245
bend7,5033
nostrin enst00000317647,31687
znf580 enst00000545125,55622
lig1 enst00000613670,25621
clip3 enst00000593074,10085
rbms1,39813
lyg2 enst00000409679,26510
tfrc enst00000392396,48661
minpp1,28441
rpusd4,41539
slc1a2 enst00000646080,43966
fosl1 enst00000531493,17823
rph3a enst00000543106,41098
cradd enst00000332896,11155
klhl33 enst00000636854,24622
slc25a29 enst00000554912,44133
rps19 enst00000593863,41388
habp2 enst00000542051,20546
mark2 enst00000509502,27320
ms4a15 enst00000528170,29308
scgb2a1,42225
e2f7,14439
prmt5 enst00000627278,37753
acan enst00000617301,623
zscan10 enst00000252463,56280
anks3 enst00000585773,2574
acsf3,780
tp53 enst00000615910,50391
mc4r,27551
pnpla2,36563
artn enst00000372359,3696
nmt2,31568
lrrc20 enst00000358141,26099
znf445,55332
anxa5,2660
inpp4b enst00000262992,22899
pcdha13,34546
bhmt2,5096
raet1e,39281
cdk5,8697
bzw2 enst00000452975,5652
nrg1 enst00000523079,32095
stom,46959
ncbp1,30514
ube2a enst00000346330,52022
hipk1,21083
klhl12,24569
ccnj enst00000403870,7972
tagln,47742
eps8l2 enst00000530636,15590
znf195 enst00000618467,54825
aplnr,2897
lipt2,25786
igf1 enst00000307046,22304
glt1d1,19208
sox5 enst00000646273,45747
gsk3b enst00000264235,20197
rbm38 enst00000371219,39752
inpp4a enst00000409540,22895
znf575 enst00000458714,55607
zglp1 enst00000403352,54525
mrpl4 enst00000307422,29114
cgb2,9342
c19orf81,5990
cfap65,9251
ankrd54 enst00000411961,2530
mchr1,27601
mfsd1 enst00000622669,28171
jakmip1 enst00000409371,23492
sncaip enst00000504884,45414
grk6 enst00000507633,20103
fam19a2 enst00000551619,16532
adamts12 enst00000352040,1040
ell2,15055
sf3b5,43142
ptp4a1 enst00000627002,38495
spag11a enst00000454911,45824
pola1 enst00000379059,36640
usp26,52683
hs6st2 enst00000370836,21736
gprasp1 enst00000444152,19845
fbxl8 enst00000518148,17016
insr enst00000341500,22959
dpf1,13959
serf1a enst00000513436,42888
podnl1 enst00000538371,36616
kdm5a,24127
prkd1 enst00000616995,37672
clvs2,10226
faxc,16911
etv1,15896
lamtor4,25162
ube2v2 enst00000517630,52138
elavl2,15010
taf7l enst00000356784,47726
cyp4f3 enst00000586182,12309
znf358,55166
erf enst00000440177,15671
mff enst00000304593,28147
cldn14 enst00000399136,9902
pparg enst00000397012,36955
serpini1,43032
npnt enst00000379987,31860
ppp2r2b,37265
hnrnpab enst00000514633,21431
slc38a9 enst00000318672,44498
mtx1,29657
eif4g3 enst00000374935,14970
foxi2,17854
ccdc7 enst00000535327,7724
alg10,2023
cdh18 enst00000506372,8552
dlgap2 enst00000612087,13468
epb41l2 enst00000527411,15428
mfsd8 enst00000641509,28224
arid4b enst00000264183,3412
plekha1,36182
herc4 enst00000412272,20920
rnf214,40854
serping1 enst00000378323,43023
dusp16 enst00000228862,14256
gpr61 enst00000616874,19818
cfap45,9229
pappa2 enst00000367661,34160
atad3a,3941
pate1 enst00000437148,34294
gpc6,19645
rnf10,40708
rnf212b enst00000399905,40849
epb42,15451
srl enst00000537996,46364
brca1 enst00000468300,5378
fech,17272
c19orf54 enst00000598485,5976
rdh14,39982
mreg,28975
krtap13-2,24935
thoc5 enst00000397873,48825
apol3 enst00000424878,2980
dach1 enst00000620444,12380
tfap4,48606
plekho2 enst00000616065,36285
tmem87a enst00000307216,49851
mt1g,29447
ddx19b enst00000451014,12814
myom1,30079
pard6g enst00000470488,34212
tecr,48410
clec4m enst00000595496,10030
znf571,55591
znf540 enst00000316433,55493
fosb enst00000586615,17815
ola1,32812
ube3a enst00000638155,52157
wdr61,53485
atf1,3960
spats2 enst00000547865,45972
aaas enst00000394384,18
sohlh2,45660
ajuba enst00000397388,1681
mia2 enst00000396165,28312
pak1 enst00000528203,34060
c11orf54 enst00000540113,5704
lypla2 enst00000374505,26548
gfra1 enst00000439649,18869
znf48,55383
ino80 enst00000616814,22876
farp1 enst00000595437,16865
tmem134 enst00000393877,49378
scnn1b,42350
vps35l enst00000513947,53156
mpo,28877
rnmt enst00000383314,40958
tle6 enst00000452088,49089
znf787 enst00000587279,56066
ube2e3 enst00000602632,52069
ldah enst00000541941,25355
lrrn4,26271
adora2a,1354
cep70 enst00000481834,9098
sftpa2 enst00000372327,43177
ccdc66 enst00000326595,7717
cwh43,11980
afap1 enst00000360265,1416
ccser1,8043
sept8 enst00000448933,42852
iqgap2 enst00000379730,23121
hist1h2bn enst00000396980,21140
dmd enst00000288447,13535
opn1mw3,32893
gfra1 enst00000369236,18868
ikzf5,22472
ttc9c enst00000532583,51616
col8a1 enst00000273342,10703
or4d9,33252
mark2 enst00000502399,27318
rps27l enst00000462430,41434
nf1 enst00000490416,31038
znf253 enst00000640599,54951
dnm2,13836
psg1 enst00000244296,38104
znf160 enst00000418871,54759
tsen34 enst00000396383,51322
ppp1r1c,37196
vps16 enst00000380469,53120
znf80 enst00000619534,56098
cnbp enst00000422453,10316
gata4 enst00000528712,18612
slc52a1,44690
pdzd11 enst00000374454,35073
pign enst00000639902,35695
mfap2 enst00000375534,28130
c4bpb,6301
zc3h11b enst00000367211,54179
nrbf2,32050
prxl2a,38054
idi2,22113
eps8l2,15587
bri3bp,5439
setdb2 enst00000317257,43099
lgals3,25507
nedd4l enst00000456173,30880
smarce1 enst00000647515,45136
kifc3 enst00000445690,24429
rbm23 enst00000346528,39725
eif5a enst00000336458,14979
tmc6 enst00000591436,49224
nfe2l2 enst00000397063,31124
klf11 enst00000535335,24511
cdpf1 enst00000404583,8786
pfn2 enst00000497148,35289
znf654 enst00000309495,55783
stap1 enst00000396225,46749
lrrc14b,26089
med23 enst00000539158,27841
dek enst00000244776,12998
calm1 enst00000553542,6884
khdc1 enst00000610435,24163
ccdc25 enst00000640944,7639
rgs20 enst00000344277,40303
spin3 enst00000638712,46110
page5 enst00000374952,34040
rbm3,39743
hsfx2,21817
fgf13 enst00000305414,17368
jtb enst00000368589,23584
rgs2,40300
htr1d,21918
ifitm5,22196
znf138 enst00000437743,54722
mettl25,28085
cyb5b,12099
mpp5 enst00000555925,28902
defa3,12946
qrfp,38885
crot enst00000331536,11318
slc30a8 enst00000521243,44337
mex3a,28122
dpm3 enst00000341298,13992
nav1,30371
neurog3,31028
bscl2 enst00000407022,5487
ovch1,33824
troap enst00000551245,51128
fkbp11 enst00000453172,17565
znf280d enst00000558320,55016
tle3 enst00000560589,49081
ears2,14452
hap1 enst00000341193,20606
safb enst00000292123,41948
ccdc8,7747
itprid2 enst00000409136,23423
bzw1 enst00000409226,5646
ube2f,52072
snx21,45581
usp25 enst00000351097,52682
psd3 enst00000440756,38083
pwwp3b enst00000357175,38791
aptx enst00000397172,3026
kcnq5 enst00000629977,23998
znf716,55940
cd36 enst00000433696,8235
ext1,16050
plekhf2 enst00000519516,36230
st6galnac4,46676
clta enst00000538225,10195
foxo4 enst00000341558,17890
mipol1 enst00000556451,28456
spata2l,45924
pld6,36170
gfap enst00000253408,18834
hhip,21017
ccl14 enst00000620991,7838
psme2 enst00000560410,38272
tsr1 enst00000576112,51477
naa38 enst00000575771,30172
keap1 enst00000393623,24157
ctnna2 enst00000629316,11748
tmem239,49659
slc41a3 enst00000346785,44567
atp2c1 enst00000422190,4174
tmem155 enst00000394394,49431
ndst3,30677
ccdc112,7469
rhbdf2,40375
nudt1 enst00000397049,32400
limch1 enst00000512632,25681
lpcat1,25967
mest enst00000378576,28022
dpp6 enst00000332007,14005
lhx6 enst00000559895,25598
ct47a9,11648
nlgn4y enst00000339174,31414
sytl1 enst00000618673,47580
col8a2 enst00000303143,10705
xpnpep1,53817
nrg3,32104
ttc9c,51615
arap1,3074
kcnc2,23735
kcnh5 enst00000420622,23788
aph1b,2885
jup,23588
gsdmb enst00000309481,20164
arhgef11,3296
trove2,51129
rspo1,41639
ror1 enst00000545203,41020
ints11 enst00000620829,22978
rpl5 enst00000370321,41279
tectb enst00000643850,48419
mdfic enst00000423503,27691
ptp4a1 enst00000626021,38494
ccnd3 enst00000372987,7940
pou5f1 enst00000441888,36917
gpx8,19916
iqgap2 enst00000396234,23122
cct5,8057
smlr1,45275
cxorf58,12055
disc1 enst00000366636,13376
st3gal3 enst00000647237,46629
bco2 enst00000361053,4957
eps8l2 enst00000614442,15592
syt8,47574
pacs2 enst00000547217,33995
pde6a,34894
cklf enst00000351137,9804
ccdc43,7678
cyb561,12065
cd300c,8200
ccdc74b enst00000392984,7738
col5a2 enst00000618828,10684
cyp1b1 enst00000494864,12204
st3gal5 enst00000638178,46644
crbn enst00000432408,11176
cacna1d enst00000645528,6658
anxa3 enst00000512884,2657
gabra1 enst00000638159,18329
tom1l2 enst00000540946,50310
fgfr2 enst00000360144,17431
dusp1,14233
vax2,52911
slc10a7 enst00000394059,43771
gdf9 enst00000621295,18780
pcdha7,34564
tcof1 enst00000394269,48284
btnl8 enst00000533815,5613
zfyve16,54491
vcan enst00000343200,52921
filip1,17540
agbl3 enst00000435976,1490
eln enst00000380575,15089
znf705d enst00000400078,55911
gba enst00000427500,18641
pxn enst00000228307,38809
znf641 enst00000448928,55767
nthl1,32309
dnah14 enst00000366850,13654
upf2 enst00000357604,52488
trappc4,50743
or52b4,33347
tmem132c,49372
kitlg enst00000347404,24469
pck2 enst00000561286,34681
npas3 enst00000551008,31749
hmgxb4,21363
samsn1 enst00000647101,42030
znf582 enst00000619584,55628
fxyd3 enst00000605677,18192
fn1 enst00000426059,17733
ttll4,51648
galnt15,18483
crbn,11175
hmgcs1 enst00000433297,21347
mettl24,28084
gsap enst00000430584,20157
sftpc,43182
nek6 enst00000546191,30949
kdm1a,24088
crtc3,11339
brox enst00000612948,5457
cyp2e1,12251
treh enst00000397925,50775
tpp1 enst00000528657,50570
syvn1 enst00000526060,47605
ddit3 enst00000547303,12762
glipr1l1,19144
fsd1l enst00000484973,18049
fnbp1,17739
pdxdc1 enst00000569715,35059
adgre2 enst00000392965,1200
creb3l3 enst00000602147,11197
lck,25303
dock2 enst00000540750,13888
gdpgp1,18809
crocc2,11316
manbal,26897
sult1e1,47213
mepe,28004
nrep enst00000446294,32073
pex6,35218
csgalnact1,11458
matn2 enst00000520016,27388
obp2a,32676
tmem8b enst00000377988,49862
tbc1d8b,47990
csrp1 enst00000340006,11577
col13a1 enst00000354547,10602
hmbs enst00000543090,21298
elp4 enst00000640533,15165
p4ha3,33933
krtap5-3,24994
tctn1 enst00000397655,48331
arl6ip4 enst00000453766,3495
dcn enst00000547568,12647
paqr5 enst00000340965,34171
znf597,55673
mmp25 enst00000612971,28647
hsd17b14,21773
znf559-znf177,55548
fcer2,17145
pign enst00000639912,35696
c18orf25 enst00000615553,5934
fo393400.1,17778
csnk2a1,11535
poted,36874
smim11a,45190
or2h2,33141
klhl31,24614
cald1 enst00000422748,6867
gck enst00000403799,18703
slc18a1 enst00000276373,43926
ephx2 enst00000517536,15519
scg5 enst00000494364,42217
psmd8,38259
rpl13 enst00000567815,41120
nfe2l1 enst00000361665,31118
slc39a1 enst00000537590,44506
fmo3,17706
pnliprp2,36530
tmprss13,49940
ctnnd1 enst00000525902,11813
nudt8 enst00000301490,32454
tead4,48403
cdk4,8694
efs enst00000351354,14734
mkrn3,28504
tmem238l,49658
trdmt1,50767
vps11 enst00000620429,53098
catsperz enst00000539943,7309
pms1,36491
cul3,11928
vit enst00000497382,53046
c20orf203,6154
ube2v1 enst00000371674,52130
umodl1 enst00000408910,52416
hdac10 enst00000349505,20750
evc enst00000509451,15943
slc39a8 enst00000424970,44543
obsl1,32689
rfx5 enst00000452671,40224
shank2 enst00000409530,43410
tarsl2 enst00000615656,47828
nptn,31888
clhc1,10051
ewsr1,15965
ccnl1,7980
vwa5b2 enst00000273794,53287
pcdhgb6 enst00000616430,34634
gcnt2 enst00000379597,18725
shf enst00000560540,43449
mef2a enst00000558812,27891
c16orf58 enst00000430477,5863
cdc42ep5,8479
calm3 enst00000599839,6895
ppp1r14a enst00000591291,37169
dennd1c,13008
znf572,55596
surf1,47299
zdhhc12,54276
dcx enst00000635795,12720
msh5 enst00000375740,29362
cpa5 enst00000466363,10983
ndufb2 enst00000461457,30750
vps41 enst00000395969,53172
